Titolo,Artista,Settimana,Streaming,Radio_Tv,Download,Percentuale
Tu no,Irama,2024-08-31,100,0,0,4.08
Apnea,Emma,2024-08-31,100,0,0,4.0
Acqua passata,Capo Plaza,2024-08-31,100,0,0,3.99
30ºc,Anna,2024-09-07,67,32,1,100.0
Storie brevi,Tananai & Annalisa,2024-09-07,69,28,3,87.85
Sesso e samba,Tony Effe & Gaia,2024-09-07,71,28,1,85.08
Si antes te hubiera conocido,Karol G,2024-09-07,64,30,5,77.02
Mezzo rotto,Alessandra Amoroso feat. Bigmama,2024-09-07,71,27,2,62.51
Ra ta ta,Mahmood,2024-09-07,66,34,1,62.26
Come un tuono,Rose Villain feat. Guè,2024-09-07,77,22,1,59.16
Malavita,Coma_Cose,2024-09-07,67,30,2,58.3
Black Nirvana,Elodie,2024-09-07,67,32,1,57.32
Paprika,Ghali,2024-09-07,77,22,1,55.77
Take 5,Shiva,2024-09-07,99,0,1,55.53
Tt le girlz,Anna feat. Niky Savage,2024-09-07,100,0,0,53.37
Rossetto e caffè,Sal Da Vinci,2024-09-07,96,1,2,50.23
Karma,Kolors,2024-09-07,48,50,2,41.38
Episodio d'amore,Geolier feat. Takagi e Ketra & Dat Boi Dee,2024-09-07,80,19,1,40.41
Sexy shop,Fedez & Emis Killa,2024-09-07,86,14,0,37.47
L'ultima poesia,Geolier & Ultimo,2024-09-07,99,0,1,37.07
I love it,Anna feat. Artie 5Ive,2024-09-07,99,0,1,36.67
BBE,ANNA feat. Lazza,2024-09-07,100,0,0,35.27
Birds of a feather,Billie Eilish,2024-09-07,45,52,3,34.72
Die with a smile,Lady Gaga & Bruno Mars,2024-09-07,47,49,5,34.58
Passione,Fred De Palma,2024-09-07,60,38,2,33.97
Altrove,Ultimo,2024-09-07,78,21,1,33.83
Perdere ‘a capa,Co'Sang feat. Geolier,2024-09-07,98,1,1,33.75
Espresso,Sabrina Carpenter,2024-09-07,53,47,1,31.68
Hello Kitty,Anna feat. Sillyelly,2024-09-07,99,0,1,31.64
Ho voglia di te,Jvli & Emma & Olly,2024-09-07,89,11,1,28.89
Stargazing,Myles Smith,2024-09-07,36,61,2,28.25
Devastante,Olly & Jvli,2024-09-07,99,1,1,28.08
Melodrama,Angelina Mango,2024-09-07,60,40,0,27.78
El pibe de oro,Geolier,2024-09-07,100,0,0,27.09
100 messaggi,Lazza,2024-09-07,94,6,0,24.46
Galassie,Irama,2024-09-07,71,27,2,24.13
Move,Adam Port & Stryv & Keinemusik & Orso & Malachiii,2024-09-07,87,12,1,23.54
Estate 80,bnkr44,2024-09-07,30,69,1,23.31
Peyote,Articolo 31 feat. Fabri Fibra & Rocco Hunt,2024-09-07,46,54,0,23.13
Sbagli e te ne vai,Co'Sang feat. Liberato,2024-09-07,90,10,0,23.12
Io t'o giur',Geolier feat. Sfera Ebbasta,2024-09-07,99,1,0,22.64
Love U / Hate U,Boomdabash,2024-09-07,42,56,2,21.99
Sinceramente,Annalisa,2024-09-07,99,0,1,21.0
Vecchio stampo/West Coast,Frezza,2024-09-07,98,2,0,20.73
Fino all'alba,Capo Plaza,2024-09-07,99,1,0,20.49
Beatrice,Tedua feat. Annalisa,2024-09-07,99,0,1,20.26
Belong together,Mark Ambor,2024-09-07,8,91,1,20.07
Cchiù tiempo,Co'Sang feat. Club Dogo,2024-09-07,100,0,0,19.86
Bacio di Giuda,Ava feat. Villabanks & Mida,2024-09-07,100,0,0,19.83
"Good luck, babe!",Chappell Roan,2024-09-07,23,75,2,19.62
Gata only,Floyymenor & Cris Mj,2024-09-07,96,2,1,18.68
"I p' me, tu p' te",Geolier,2024-09-07,100,0,0,18.65
Bad boy,Finesse feat. Shiva & Capo Plaza & Ava,2024-09-07,99,1,0,18.46
Houdini,Eminem,2024-09-07,14,85,1,18.32
Bikini,Anna feat. Guè,2024-09-07,100,0,0,18.04
Click boom!,Rose Villain,2024-09-07,98,0,2,18.0
We pray,Coldplay feat. Little Simz & Burna Boy & Elyanna & Tini,2024-09-07,7,82,11,17.95
Femme fatale,Emma,2024-09-07,61,39,0,17.56
Miu Miu,Tony Effe unc. Palmitessa,2024-09-07,100,0,0,17.53
Festa totale,Paola e Chiara,2024-09-07,24,75,2,17.23
Vabbe' ciao,Alfa,2024-09-07,70,30,0,16.96
Il tempo cura,Tony Boy,2024-09-07,100,0,0,16.59
Dopo le 4,"Tony Effe, Bresh & Tedua",2024-09-07,100,0,0,16.48
A bar song (Tipsy),Shaboozey,2024-09-07,16,84,0,16.24
Tuta gold,Mahmood,2024-09-07,92,8,0,15.8
Mammamì,Petit,2024-09-07,100,0,0,15.61
I like the way you kiss me,Artemas,2024-09-07,66,34,0,15.4
Ask & you shall receive,Rita Ora,2024-09-07,0,100,0,15.2
Sant'Allegria [jack sani remix],Ornella Vanoni,2024-09-07,75,19,7,14.73
Torcida,Bresh,2024-09-07,100,0,0,14.45
Beautiful things,Benson Boone,2024-09-07,94,2,4,14.24
feelslikeimfallinginlove,Coldplay,2024-09-07,22,75,3,13.91
Io vorrei 2024,Gigi D'Alessio feat. Elodie & Ernia,2024-09-07,20,76,4,13.8
Shut up and dance,Sophie And The Giants,2024-09-07,0,98,2,13.52
Alè,Rhove & Capo Plaza,2024-09-07,100,0,0,13.15
Nice to meet you,Imagine Dragons,2024-09-07,0,100,0,13.13
Cenere,Lazza,2024-09-07,91,9,0,13.07
Milano Testarossa,Artie 5Ive feat. Guè,2024-09-07,100,0,0,12.51
Si stat' tu,Geolier,2024-09-07,100,0,0,12.47
Vetri neri,Ava & Anna & Capo Plaza,2024-09-07,100,0,0,12.39
Carnicero,Co'Sang feat. Marracash,2024-09-07,100,0,0,12.07
Alibi,Sevdaliza & Pabllo Vittar & Yseult,2024-09-07,96,2,2,11.52
Una tipa come me,Anna,2024-09-07,100,0,0,11.48
Edge of saturday night,The Blessed Madonna & Kylie Minogue,2024-09-07,0,100,0,11.41
"Nu parl, nu sent, nu vec",Geolier,2024-09-07,100,0,0,11.38
"She’s gone, dance on",Disclosure,2024-09-07,0,100,0,10.93
ABC,Anna feat. Tony Boy & Thasup,2024-09-07,100,0,0,10.91
I had some help,Post Malone feat. Morgan Wallen,2024-09-07,0,100,0,10.67
Taxi sulla luna,Tony Effe & Emma & Takagi e Ketra,2024-09-07,100,0,0,10.53
Peligrosa,Floyymenor,2024-09-07,96,4,0,10.22
Anche stasera,Sfera Ebbasta feat. Elodie,2024-09-07,100,0,0,10.17
Musica italiana,Rocco Hunt,2024-09-07,60,39,2,10.11
Yamore,MoBlack & Salif Keïta feat. Cesaria Evora & Benja (NL) & Franc Fala,2024-09-07,22,72,6,9.99
La noia,Angelina Mango,2024-09-07,88,12,0,9.9
Soldi arrotolati,Capo Plaza feat. Anna,2024-09-07,100,0,0,9.65
Vivo por ella,Andrea Bocelli feat. Karol G,2024-09-07,0,97,3,9.58
Una come te,Geolier,2024-09-07,100,0,0,9.46
Casa mia,Ghali,2024-09-07,100,0,0,9.34
Nun è mai fernut,Co'Sang,2024-09-07,100,0,0,9.14
Gata only [remix],FloyyMenor & Ozuna & Anitta,2024-09-07,100,0,0,9.12
Pedro,Jaxomy & Agatino Romero & Raffaella Carrà,2024-09-07,98,0,2,9.02
I can do it with a broken heart,Taylor Swift,2024-09-07,0,100,0,9.01
Ma non tutta la vita,Ricchi e Poveri,2024-09-07,97,0,3,8.92
Mandante,Rondodasosa,2024-09-07,100,0,0,8.84
Per sempre,Geolier,2024-09-07,100,0,0,8.58
Wonderwall,Oasis,2024-09-07,97,0,3,8.12
Italodisco,Kolors,2024-09-07,100,0,0,8.05
Lose control,Teddy Swims,2024-09-07,77,18,5,8.05
Real gangsta love,Trueno,2024-09-07,83,17,0,7.97
Nu creature int’o munno,Co'Sang,2024-09-07,100,0,0,7.94
Visiera a becco,Sfera Ebbasta,2024-09-07,100,0,0,7.93
Calcolatrici,Sfera Ebbasta feat. Geolier & Simba La Rue & Baby Gang,2024-09-07,100,0,0,7.91
Vieni dalla Baddie (Interlude),Anna,2024-09-07,100,0,0,7.65
Bye bye bye,*Nsync,2024-09-07,95,2,4,7.6
Eva,Kid Yugi & Tedua & Junior K,2024-09-07,100,0,0,7.55
Taste,Sabrina Carpenter,2024-09-07,100,0,0,7.49
Fly,Quavo & Lenny Kravitz,2024-09-07,0,100,0,7.49
Woman's world,Katy Perry,2024-09-07,0,100,0,7.48
Illusion,Dua Lipa,2024-09-07,8,92,0,7.44
Frutta malinconia,Francesco Gabbani,2024-09-07,0,100,0,7.26
O primm post,Co'Sang,2024-09-07,100,0,0,7.14
Senza tuccà,Gigi D'Alessio feat. Geolier,2024-09-07,100,0,0,7.12
Baby mama,Don Pero,2024-09-07,100,0,0,7.11
Everyday,Takagi e Ketra feat. Shiva & Anna & Geolier,2024-09-07,100,0,0,6.96
Too sweet,Hozier,2024-09-07,60,37,3,6.93
Ghetto love,Icy Subzero feat. Clara,2024-09-07,100,0,0,6.91
Bon ton,Drillionaire & Lazza & Blanco feat. Sfera Ebbasta & Michelangelo,2024-09-07,100,0,0,6.87
Si no es contigo,Cris Mj,2024-09-07,100,0,0,6.75
Sarò con te,SLF & Geolier feat. Lele Blade & Mv Killa & Vale Lambo & Yung,2024-09-07,100,0,0,6.74
"Un ragazzo, una ragazza",Kolors,2024-09-07,97,0,3,6.72
Ma che idea,Bnkr44 & Pino D'Angiò,2024-09-07,100,0,0,6.7
00,Artie 5ive,2024-09-07,100,0,0,6.62
Paradiso artificiale,Tedua feat. Baby Gang & Kid Yugi,2024-09-07,100,0,0,6.42
Don't look back in anger,Oasis,2024-09-07,93,2,5,6.4
Pretty slowly,Benson Boone,2024-09-07,0,100,0,6.34
15 Piani,Sfera Ebbasta feat. Marracash,2024-09-07,100,0,0,6.28
Petit fou fou,Rhove & Anna,2024-09-07,100,0,0,6.23
La musica non c'è,Coez,2024-09-07,100,0,0,6.21
I don't wanna wait,David Guetta & Onerepublic,2024-09-07,100,0,0,6.2
Nu cuofn ‘e sord,Co'Sang,2024-09-07,100,0,0,6.19
Vai!,Alfa,2024-09-07,100,0,0,6.18
First day out,Shiva,2024-09-07,100,0,0,6.17
Tango,Tananai,2024-09-07,95,0,5,6.07
Mezzo secondo,Gazzelle,2024-09-07,100,0,0,6.04
Tu te vas,Manu Chao & Laeti,2024-09-07,0,94,6,5.96
Carne e ossa,Co'Sang,2024-09-07,100,0,0,5.95
Luna piena,Negramaro,2024-09-07,10,90,0,5.89
Roulette,Sarah Toscano,2024-09-07,12,88,0,5.86
Bellissimissima,Alfa,2024-09-07,100,0,0,5.77
Brivido,Guè Pequeno feat. Marracash,2024-09-07,100,0,0,5.71
Veleno,Tananai,2024-09-07,100,0,0,5.6
Disco Paradise,Fedez & Annalisa & Articolo 31,2024-09-07,100,0,0,5.57
Comme na fede,Co'Sang,2024-09-07,100,0,0,5.54
Mille notti,Fasma & GG,2024-09-07,100,0,0,5.51
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,2024-09-07,100,0,0,5.43
Maranza,Il Pagante & Fabio Rovazzi,2024-09-07,100,0,0,5.43
Santa,Rvssian & Rauw Alejandro & Ayra Starr,2024-09-07,100,0,0,5.39
Milano Lo Prado,El Jordan 23 & Shiva,2024-09-07,100,0,0,5.39
Rossofuoco,Mida,2024-09-07,100,0,0,5.38
Menomale che c'è il mare,Olly & Jvli,2024-09-07,100,0,0,5.34
Chica italiana,Anna feat. Sfera Ebbasta,2024-09-07,100,0,0,5.24
Bang bang,Sfera Ebbasta,2024-09-07,100,0,0,5.21
Anelli e collane,Artie 5Ive feat. Anna,2024-09-07,100,0,0,5.16
Fragili,Il Tre,2024-09-07,100,0,0,5.15
Guasto d'amore,Bresh & Shune,2024-09-07,96,0,4,5.14
Dinastia,Co'Sang,2024-09-07,100,0,0,5.13
Vieni nel mio cuore,Ultimo,2024-09-07,100,0,0,5.11
Fe!N,Travis Scott feat. Playboi Carti,2024-09-07,100,0,0,5.1
World on fire,Thirty Seconds to Mars,2024-09-07,0,100,0,5.01
Iris (tra le tue poesie),Biagio Antonacci,2024-09-07,100,0,0,4.94
Summer's back,Alok & Jess Glynne,2024-09-07,0,100,0,4.93
Guess,Charli XCX feat. Billie Eilish,2024-09-07,96,0,4,4.91
CRUDELIA: I nervi,Marracash,2024-09-07,100,0,0,4.83
Capri sun,Capo Plaza,2024-09-07,100,0,0,4.82
Ci pensiamo domani,Angelina Mango,2024-09-07,100,0,0,4.81
Tran Tran,Sfera Ebbasta,2024-09-07,100,0,0,4.78
Mwaki,Zerb & Sofiya Nzau,2024-09-07,90,6,5,4.77
Lilith,Kid Yugi,2024-09-07,100,0,0,4.74
Apparecchiato,Papa V feat. Nerissima Serpe,2024-09-07,100,0,0,4.74
Il male che mi fai,Geolier feat. Marracash,2024-09-07,100,0,0,4.68
Please please please,Sabrina Carpenter,2024-09-07,100,0,0,4.59
Quel filo che ci unisce,Ultimo,2024-09-07,100,0,0,4.58
Tonight,Anna,2024-09-07,100,0,0,4.56
Rubami la notte,Pinguini Tattici Nucleari,2024-09-07,100,0,0,4.52
Come vuoi,Geolier,2024-09-07,100,0,0,4.52
Insta lova,Marracash & Guè Pequeno,2024-09-07,100,0,0,4.5
Tutt' Ok,Christian Liguori & Le-One & El Chapo Junior,2024-09-07,94,6,0,4.47
Icon,Tony Effe,2024-09-07,100,0,0,4.45
Ancora,Rhove,2024-09-07,100,0,0,4.45
Sintetico,Kid Yugi & Night Skinny & Tony Boy,2024-09-07,100,0,0,4.42
Gelosa,Finesse feat. Shiva & Sfera Ebbasta & Guè Pequeno,2024-09-07,100,0,0,4.4
Non ho bisogno di te,Noemi,2024-09-07,0,100,0,4.4
Piccola stella,Ultimo,2024-09-07,100,0,0,4.4
Hoe,Tedua feat. Sfera Ebbasta,2024-09-07,100,0,0,4.39
M' manc,Shablo & Geolier & Sfera Ebbasta,2024-09-07,100,0,0,4.39
Ex angelo,Kid Yugi & Sfera Ebbasta & Shablo,2024-09-07,100,0,0,4.32
Ridere,Pinguini Tattici Nucleari,2024-09-07,100,0,0,4.29
Addo staje [ride it napoletan remix],Le-One feat. VTR,2024-09-07,100,0,0,4.28
Wave,Fast Boy & Raf,2024-09-07,0,100,0,4.28
Destri,Gazzelle,2024-09-07,100,0,0,4.24
Another love,Tom Odell,2024-09-07,100,0,0,4.23
Hello world (Song of the Olympics),Gwen Stefani & Anderson .Paak,2024-09-07,0,100,0,4.2
Molto amore,Diodato,2024-09-07,0,100,0,4.2
30ºc,Anna,2024-09-14,66,33,1,100.0
Sesso e samba,Tony Effe & Gaia,2024-09-14,67,32,1,85.96
Storie brevi,Tananai & Annalisa,2024-09-14,73,22,5,83.54
Si antes te hubiera conocido,Karol G,2024-09-14,60,38,3,80.0
Tt le girlz,Anna feat. Niky Savage,2024-09-14,99,0,1,70.86
Per due come noi,Olly & Angelina Mango & Jvli,2024-09-14,67,29,4,69.57
Mezzo rotto,Alessandra Amoroso feat. Bigmama,2024-09-14,67,32,1,61.76
Gotham,Shiva feat. Kid Yugi,2024-09-14,100,0,0,61.5
Ra ta ta,Mahmood,2024-09-14,61,39,1,60.78
Black Nirvana,Elodie,2024-09-14,64,35,1,53.8
Come un tuono,Rose Villain feat. Guè,2024-09-14,79,20,1,53.05
Take 5,Shiva,2024-09-14,99,0,1,51.49
Malavita,Coma_Cose,2024-09-14,66,33,2,51.39
Paprika,Ghali,2024-09-14,73,26,1,50.36
Rossetto e caffè,Sal Da Vinci,2024-09-14,96,1,3,49.4
Ragni,Tananai,2024-09-14,50,48,2,48.58
Milano angels,Shiva,2024-09-14,100,0,0,44.55
Episodio d'amore,Geolier feat. Takagi e Ketra & Dat Boi Dee,2024-09-14,66,33,1,44.11
Die with a smile,Lady Gaga & Bruno Mars,2024-09-14,40,57,3,42.82
Pluh,Shiva,2024-09-14,99,0,1,39.96
Passione,Fred De Palma,2024-09-14,41,57,2,38.88
Sexy shop,Fedez & Emis Killa,2024-09-14,76,22,2,38.26
Hello Kitty,Anna feat. Sillyelly,2024-09-14,99,0,1,37.65
I love it,Anna feat. Artie 5Ive,2024-09-14,100,0,0,36.88
Let's go,Shiva feat. Paky & Nle Choppa,2024-09-14,99,0,1,36.81
Birds of a feather,Billie Eilish,2024-09-14,35,62,3,36.49
6 AM,Shiva,2024-09-14,100,0,0,35.82
Polvere,Shiva feat. Tony Boy,2024-09-14,100,0,0,35.79
BBE,ANNA feat. Lazza,2024-09-14,100,0,0,35.6
Beatrice,Tedua feat. Annalisa,2024-09-14,55,44,1,35.25
L'ultima poesia,Geolier & Ultimo,2024-09-14,98,0,1,33.95
Karma,Kolors,2024-09-14,46,52,2,32.91
Tutto o nada,Shiva,2024-09-14,99,0,1,32.61
Sete,Shiva feat. Mondo Marcio,2024-09-14,100,0,0,31.9
Paradise,Shiva feat. Tedua,2024-09-14,100,0,0,31.77
Altrove,Ultimo,2024-09-14,78,21,2,31.18
Stargazing,Myles Smith,2024-09-14,31,67,2,29.81
Espresso,Sabrina Carpenter,2024-09-14,43,56,2,29.72
Lettera a Draco,Shiva,2024-09-14,100,0,0,28.73
40 gradi,Simba La Rue & FT Kings,2024-09-14,100,0,0,27.66
The emptiness machine,Linkin Park,2024-09-14,83,10,7,26.67
Devastante,Olly & Jvli,2024-09-14,98,1,1,26.55
Perdere ‘a capa,Co'Sang feat. Geolier,2024-09-14,99,1,0,26.48
Don't cry no more,Shiva feat. Geolier,2024-09-14,100,0,0,26.42
Belong together,Mark Ambor,2024-09-14,7,91,3,25.74
We pray,Coldplay feat. Little Simz & Burna Boy & Elyanna & Tini,2024-09-14,11,82,6,25.67
El pibe de oro,Geolier,2024-09-14,100,0,0,25.0
Estate 80,bnkr44,2024-09-14,27,72,1,24.32
"Good luck, babe!",Chappell Roan,2024-09-14,24,74,3,24.11
Cambierà,Shiva,2024-09-14,100,0,0,23.97
Ho voglia di te,Jvli & Emma & Olly,2024-09-14,98,1,1,23.51
Replay,Shiva feat. Lil Tjay,2024-09-14,100,0,0,23.3
100 messaggi,Lazza,2024-09-14,98,1,1,22.9
Vecchio stampo/West Coast,Frezza,2024-09-14,97,2,1,21.88
Peyote,Articolo 31 feat. Fabri Fibra & Rocco Hunt,2024-09-14,30,68,2,21.11
Love U / Hate U,Boomdabash,2024-09-14,41,59,0,20.82
Io vorrei 2024,Gigi D'Alessio feat. Elodie & Ernia,2024-09-14,26,72,1,20.56
Galassie,Irama,2024-09-14,71,28,2,20.49
Houdini,Eminem,2024-09-14,10,87,2,19.98
Sinceramente,Annalisa,2024-09-14,92,8,0,19.8
Move,Adam Port & Stryv & Keinemusik & Orso & Malachiii,2024-09-14,83,15,2,19.74
Volo Express,Shiva,2024-09-14,100,0,0,19.59
First day out,Shiva,2024-09-14,100,0,0,19.31
Melodrama,Angelina Mango,2024-09-14,68,31,1,19.28
Ask & you shall receive,Rita Ora,2024-09-14,0,100,0,18.63
A bar song (Tipsy),Shaboozey,2024-09-14,13,86,1,18.19
Sant'Allegria [jack sani remix],Ornella Vanoni,2024-09-14,69,22,9,17.97
Shut up and dance,Sophie And The Giants,2024-09-14,0,98,2,17.35
Tuta gold,Mahmood,2024-09-14,89,11,0,17.25
Femme fatale,Emma,2024-09-14,56,42,2,17.23
Io t'o giur',Geolier feat. Sfera Ebbasta,2024-09-14,99,1,0,17.21
Gata only,Floyymenor & Cris Mj,2024-09-14,98,2,0,16.73
Bikini,Anna feat. Guè,2024-09-14,100,0,0,16.41
Nice to meet you,Imagine Dragons,2024-09-14,0,100,0,15.65
Edge of saturday night,The Blessed Madonna & Kylie Minogue,2024-09-14,0,98,2,15.09
feelslikeimfallinginlove,Coldplay,2024-09-14,19,77,4,14.78
Dopo le 4,"Tony Effe, Bresh & Tedua",2024-09-14,100,0,0,14.74
Miu Miu,Tony Effe unc. Palmitessa,2024-09-14,100,0,0,14.71
Vabbe' ciao,Alfa,2024-09-14,61,39,0,14.71
Fino all'alba,Capo Plaza,2024-09-14,99,1,0,14.68
Bad boy,Finesse feat. Shiva & Capo Plaza & Ava,2024-09-14,99,1,0,14.58
Mylove!,Sixpm & Rose Villain & Ernia feat. SLF,2024-09-14,49,48,2,14.48
Sbagli e te ne vai,Co'Sang feat. Liberato,2024-09-14,69,31,0,14.22
Festa totale,Paola e Chiara,2024-09-14,18,82,0,14.05
Il mio nome è mai più [2024],Ligabue & Jovanotti & Piero Pelù,2024-09-14,0,96,4,13.98
"I p' me, tu p' te",Geolier,2024-09-14,100,0,0,13.86
I can do it with a broken heart,Taylor Swift,2024-09-14,0,100,0,13.59
Mammamì,Petit,2024-09-14,100,0,0,12.99
I like the way you kiss me,Artemas,2024-09-14,61,39,0,12.98
Torcida,Bresh,2024-09-14,99,1,0,12.59
Yamore,MoBlack & Salif Keïta feat. Cesaria Evora & Benja (NL) & Franc Fala,2024-09-14,11,86,3,12.52
Peligrosa,Floyymenor,2024-09-14,97,3,0,12.43
64 barre in faccia (Red Bull 64 Bars),Artie 5ive feat. Kiid,2024-09-14,100,0,0,12.02
Cenere,Lazza,2024-09-14,100,0,0,11.93
Click boom!,Rose Villain,2024-09-14,100,0,0,11.93
Bacio di Giuda,Ava feat. Villabanks & Mida,2024-09-14,100,0,0,11.85
Tutt'Ok,Christian Liguori & Le-One & El Chapo Junior,2024-09-14,98,2,0,11.78
Beautiful things,Benson Boone,2024-09-14,94,2,4,11.76
Si stat' tu,Geolier,2024-09-14,100,0,0,11.72
Syrup,Shiva,2024-09-14,100,0,0,11.69
Una tipa come me,Anna,2024-09-14,100,0,0,11.46
Taxi sulla luna,Tony Effe & Emma & Takagi e Ketra,2024-09-14,100,0,0,11.35
Vetri neri,Ava & Anna & Capo Plaza,2024-09-14,98,0,2,11.3
"Nu parl, nu sent, nu vec",Geolier,2024-09-14,100,0,0,11.25
Milano Shotta freestyle,Shiva,2024-09-14,100,0,0,10.88
Alibi,Sevdaliza & Pabllo Vittar & Yseult,2024-09-14,98,2,0,10.32
Everyday,Takagi e Ketra feat. Shiva & Anna & Geolier,2024-09-14,100,0,0,10.2
Il tempo cura,Tony Boy,2024-09-14,100,0,0,10.13
"She’s gone, dance on",Disclosure,2024-09-14,0,100,0,9.52
Milano Testarossa,Artie 5Ive feat. Guè,2024-09-14,100,0,0,9.41
ABC,Anna feat. Tony Boy & Thasup,2024-09-14,100,0,0,9.32
Fly,Quavo & Lenny Kravitz,2024-09-14,0,100,0,9.1
Alè,Rhove & Capo Plaza,2024-09-14,100,0,0,8.75
Musica italiana,Rocco Hunt,2024-09-14,50,50,0,8.66
Vivo por ella,Andrea Bocelli feat. Karol G,2024-09-14,24,76,0,8.46
Per sempre,Geolier,2024-09-14,100,0,0,8.42
Ma non tutta la vita,Ricchi e Poveri,2024-09-14,100,0,0,8.35
Woman's world,Katy Perry,2024-09-14,0,100,0,8.3
I had some help,Post Malone feat. Morgan Wallen,2024-09-14,0,100,0,8.29
Vieni dalla Baddie (Interlude),Anna,2024-09-14,100,0,0,8.23
Una come te,Geolier,2024-09-14,100,0,0,8.08
Numb,Linkin Park,2024-09-14,100,0,0,7.92
Tu te vas,Manu Chao & Laeti,2024-09-14,0,95,5,7.61
Too sweet,Hozier,2024-09-14,55,45,0,7.61
Eva,Kid Yugi & Tedua & Junior K,2024-09-14,100,0,0,7.59
Ma che idea,Bnkr44 & Pino D'Angiò,2024-09-14,100,0,0,7.44
Pedro,Jaxomy & Agatino Romero & Raffaella Carrà,2024-09-14,100,0,0,7.33
Anche stasera,Sfera Ebbasta feat. Elodie,2024-09-14,100,0,0,7.31
Calcolatrici,Sfera Ebbasta feat. Geolier & Simba La Rue & Baby Gang,2024-09-14,100,0,0,7.2
Baby mama,Don Pero,2024-09-14,100,0,0,7.19
Gata only [remix],FloyyMenor & Ozuna & Anitta,2024-09-14,100,0,0,7.03
Soldi arrotolati,Capo Plaza feat. Anna,2024-09-14,100,0,0,6.94
Sarò con te,SLF & Geolier feat. Lele Blade & Mv Killa & Vale Lambo & Yung,2024-09-14,100,0,0,6.84
00,Artie 5ive,2024-09-14,100,0,0,6.84
Tango,Tananai,2024-09-14,100,0,0,6.75
Visiera a becco,Sfera Ebbasta,2024-09-14,100,0,0,6.59
Petit fou fou,Rhove & Anna,2024-09-14,100,0,0,6.46
Lose control,Teddy Swims,2024-09-14,89,3,8,6.42
Cchiù tiempo,Co'Sang feat. Club Dogo,2024-09-14,100,0,0,6.35
I don't wanna wait,David Guetta & Onerepublic,2024-09-14,96,0,4,6.24
I adore you,Hugel & Topic & Arash feat. Daecolm,2024-09-14,57,36,7,6.23
"Un ragazzo, una ragazza",Kolors,2024-09-14,100,0,0,6.11
15 Piani,Sfera Ebbasta feat. Marracash,2024-09-14,100,0,0,6.02
Ghetto love,Icy Subzero feat. Clara,2024-09-14,100,0,0,5.98
Si no es contigo,Cris Mj,2024-09-14,100,0,0,5.95
Bon ton,Drillionaire & Lazza & Blanco feat. Sfera Ebbasta & Michelangelo,2024-09-14,100,0,0,5.94
Casa mia,Ghali,2024-09-14,100,0,0,5.82
Paradiso artificiale,Tedua feat. Baby Gang & Kid Yugi,2024-09-14,100,0,0,5.81
La musica non c'è,Coez,2024-09-14,100,0,0,5.8
Veleno,Tananai,2024-09-14,100,0,0,5.69
Bellissimissima,Alfa,2024-09-14,100,0,0,5.64
Finally,Swedish House Mafia & Alicia Keys,2024-09-14,0,91,9,5.49
Menomale che c'è il mare,Olly & Jvli,2024-09-14,100,0,0,5.46
Taste,Sabrina Carpenter,2024-09-14,100,0,0,5.44
Senza tuccà,Gigi D'Alessio feat. Geolier,2024-09-14,100,0,0,5.43
CRUDELIA: I nervi,Marracash,2024-09-14,100,0,0,5.42
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,2024-09-14,96,0,4,5.39
Real gangsta love,Trueno,2024-09-14,100,0,0,5.39
Brivido,Guè Pequeno feat. Marracash,2024-09-14,100,0,0,5.26
Vai!,Alfa,2024-09-14,100,0,0,5.23
Illusion,Dua Lipa,2024-09-14,0,100,0,5.21
Capri sun,Capo Plaza,2024-09-14,100,0,0,5.15
Italodisco,Kolors,2024-09-14,100,0,0,5.11
Fe!N,Travis Scott feat. Playboi Carti,2024-09-14,95,0,5,5.1
Lilith,Kid Yugi,2024-09-14,100,0,0,5.09
Anelli e collane,Artie 5Ive feat. Anna,2024-09-14,100,0,0,5.08
Mezzo secondo,Gazzelle,2024-09-14,100,0,0,5.06
Guess,Charli XCX feat. Billie Eilish,2024-09-14,88,12,0,5.04
Malinconia,Jack Savoretti,2024-09-14,0,100,0,4.94
Tonight,Anna,2024-09-14,100,0,0,4.93
Guasto d'amore,Bresh & Shune,2024-09-14,94,0,6,4.89
Pastello bianco,Pinguini Tattici Nucleari,2024-09-14,96,0,4,4.87
Summer's back,Alok & Jess Glynne,2024-09-14,0,100,0,4.84
Bang bang,Sfera Ebbasta,2024-09-14,100,0,0,4.8
M' manc,Shablo & Geolier & Sfera Ebbasta,2024-09-14,100,0,0,4.79
Pretty slowly,Benson Boone,2024-09-14,0,100,0,4.73
Vieni nel mio cuore,Ultimo,2024-09-14,100,0,0,4.72
Bye bye bye,*Nsync,2024-09-14,100,0,0,4.68
Icon,Tony Effe,2024-09-14,100,0,0,4.64
Santa,Rvssian & Rauw Alejandro & Ayra Starr,2024-09-14,100,0,0,4.63
Piccola stella,Ultimo,2024-09-14,100,0,0,4.62
Wonderwall,Oasis,2024-09-14,100,0,0,4.61
Gelosa,Finesse feat. Shiva & Sfera Ebbasta & Guè Pequeno,2024-09-14,100,0,0,4.6
La noia,Angelina Mango,2024-09-14,100,0,0,4.57
Insta lova,Marracash & Guè Pequeno,2024-09-14,100,0,0,4.56
Luna piena,Negramaro,2024-09-14,0,100,0,4.55
